StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Ethics,Source1,Source2,Source3,Source4,Source5,Count of Responses,Common_decision,mandates,use_tools,approved_tools,tools_description,autonomy,collaborative_within,collaborative_outside,longterm,shortterm,outside_org,within_org,often_env,often_evidence,often_teammates,often_leaders,often_elected,often_stakeholders,often_funding,impact_env,impact_evidence,impact_teammates,impact_leaders,impact_elected,impact_stakeholders,impact_funding,reduce_uncertainty,organization,org_other,duration,formal_training,training_desc,location,location_other,notes,Unique ID
45000.68,45000.72,IP Address,100,3173,TRUE,45000.72,R_x0px416H99yNws1,anonymous,EN,Yes,Will there be funding available,Will there be public/political support for the conservation measures,What are the greatest threats to my conservation target,What is the best way to address the threats to my conservation target,,4,What threats to address given limited capacity/resources,Largely Federal species-at-risk guidance documents and the collaborative decisions of regional species-at-risk working groups.,Yes,Yes,Conservation Standards,4,Sometimes,Always,Always,Most of the time,About half the time,About half the time,About half the time,Most of the time,Sometimes,Sometimes,Always,Most of the time,Always,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Greater levels of multi-year funding and greater level of understanding and support from elected officials.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,No,,Prince Edward Island,,,15710
45001.34,45001.38,IP Address,100,3490,TRUE,45001.38,R_1etqFzBJVP5lehE,anonymous,EN,Yes,Regulators not understanding the science and technology being applied and either refusing to allow the work or delaying it until funding either expires or runs out.,Regulators treating restoration work the same way that they would treat development proposals....assuming damage rather than considering improvement.,"Uncertainty of whether we can get funding to do the work, even when we know what causes need to be ameliorated.",Uncertain about the cause of the system dysfunction due to complex interplay of potential causes....wicked problems.,Uncertainty with landowner willingness to allow conservation work on their property even when the major causes are occurring there.,5,"1. What is/are the cause(s) of the dysfunction that is affecting the system. 2. What and where are the most critical habitats/systems that help to protect and promote the biodiversity of the particular landscape/watershed? 3. What functions or processes are impaired and how could they be remediated? 4. What are the locations that would give the ""biggest bang for the buck"" when it comes to restoration work? 5. Can these areas once restored be connected to healthy areas to further biodiversity and movement of animals, plants, fish, etc.? 6. Are there funding sources or programs that could help with funding or support to undertake this work?","I work for the betterment of the watershed and its productivity, biodiversity and health. I support the mandate of our organization which is to conserve, protect and restore Canada's freshwater ecosystems and their resources for current and future generations.",Yes,Yes,"Yes and No to above. Yes, Tools developed through both the Stream Corridor manual on restoration of streams and their corridors created by a team of geomorphologists, ecologists, engineers, planners and landscape architects and (no) through the development of a science-based watershed and stream rehabilitation process developed by our organization.",3,Always,Most of the time,About half the time,Sometimes,Most of the time,Never,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,Most of the time,Always,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,1. A better regulatory process that supports restoration and biodiversity work. 2. Reliable funding sources that do not require exceptional time to justify a project or justify to a fine scale how funds were spent. 3. Supportive government programs with a strong degree of certainty. 4. Government led or supported landscape assessment and planning process to create contextual information to aid in determining restoration works.,"Non-government agency (e.g., Nature Conservancy Canada, Ducks Unlimited Canada)",,over 10 years,Yes,"Over the years I have had training on strategic planning, watershed analyses, collaborative project development, stewardship development.","Alberta,British Columbia,New Brunswick,Nova Scotia,Ontario,Prince Edward Island,Quebec,Saskatchewan",,"Thank you for undertaking this study. I am finding it more and more difficult to initiate work on the ground compared to when I began my career, almost 50 years ago. Uncertainty is one thing, but a greater issue is people, especially in government are afraid to make a decision and allow work on the ground. It is harder sometimes to undertake restoration work than to do development work.",66772
45005.55,45006.61,IP Address,100,91119,TRUE,45006.61,R_RPQ4Hrt9pB5XbrP,anonymous,EN,Yes,Funding to continue conducting species at risk research,"Ability to complete field work due to safety associated with weather conditions (i.e., heat)",Changing work deliverables based on species status,Ability to return to my position if I take another maternity leave when I am on contract,,4,"Where and extent to sample for species at risk fish and mussels within a watershed, where to target restoration activities and extent of community engagement related to species at risk protection","Federal Recovery Strategies, Fisheries Act, Species at Risk Act (federal and provincial), Fish and Wildlife Conservation Act, Conservation Authorities Act",No,,,2,Sometimes,Sometimes,Most of the time,Most of the time,Most of the time,About half the time,About half the time,About half the time,Sometimes,Sometimes,Sometimes,About half the time,Most of the time,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Available funding is primary concern in my professional capacity,Conservation authority,,3 - 5 years,No,,Ontario,,,35360
44994.48,45007.39,IP Address,100,1111605,TRUE,45007.39,R_3lK3HfCgV1RaZAJ,anonymous,EN,Yes,personal knowledge,science,ethics,social stigma,,4,,,No,,,2,Most of the time,Sometimes,Most of the time,Most of the time,Most of the time,About half the time,Most of the time,About half the time,Sometimes,Sometimes,About half the time,About half the time,Most of the time,Agree,Agree,Agree,Agree,Agree,Agree,Agree,,Industry/private company,,Less than 1 year,No,,Ontario,,,74112
44992.4,44993.66,IP Address,5,108080,FALSE,45007.7,R_vq3tfGzpMtq2KCB,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45008.43,45008.46,IP Address,100,2872,TRUE,45008.46,R_1CltpnrJHwMNR5P,anonymous,EN,Yes,Lack of data,Outdated sources of information,Lack of research on a given topic of conservation,Poor data or unreliable sources of data or data collection,,4,"Natural Resources Allocations (fish, game, forest products and other dispositions of Crown resources) and conservation of protected areas.","All provincial legislation, policies and resource management mandates.",Yes,Yes,Fish and Wildlife population modeling and sustainability threshold models.,3,About half the time,Sometimes,Most of the time,Most of the time,Most of the time,Most of the time,About half the time,Most of the time,Sometimes,Always,Always,Always,Always,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,"If all/most decisions where based on science, data, conservation, research, etc., and if my opinions which are mostly based on the latter, were genuinely considered in the decision-making process.",Canadian provincial or territorial government agency,,over 10 years,No,,Ontario,,,97179
44994.53,44994.54,IP Address,91,861,FALSE,45008.58,R_Wrm88AX3FNm26Ln,anonymous,EN,Yes,Political will to move forward with decisions,Availability of resources to support actions,"Likelihood of support from land managers, public, stakeholders",,,3,Protected area locations and types; management approaches within protected areas; policy/regulations to support actions; approaches to public and stakeholder engagement; extent and nature of Indigenous engagement and/or consultation; negotiations with resource rights holders or land managers; science-based rationale for actions; costs,"Legislative land protection target; protected areas legislation; provincial mandates re. sustainability, biodiversity, equity, reconciliation, etc.",Yes,Yes,Pathway to Canada Target 1 - PA/OECM Decision Support Tool (for CPCAD reporting),4,Most of the time,About half the time,Most of the time,Most of the time,Most of the time,About half the time,Sometimes,About half the time,About half the time,Most of the time,Always,Most of the time,Most of the time,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,Agree,Well established goals/priorities; standard public consultation approaches; increased knowledge and commitment within executive leadership;,Canadian provincial or territorial government agency,,over 10 years,No,,Nova Scotia,,,87319
44994.56,44994.56,IP Address,14,39,FALSE,45008.6,R_2ZHKZkJkCQmhe3n,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74898
44995.24,44995.24,IP Address,14,75,FALSE,45009.28,R_12QCjY2eR6SKcb2,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95822
44995.25,44995.25,IP Address,5,26,FALSE,45009.29,R_1oItFBsX69CPsPA,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44995.25,44995.25,Spam,5,35,FALSE,45009.29,R_25Y2ZAL0hZ3fEzR,anonymous,EN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44995.25,44995.25,IP Address,14,82,FALSE,45009.29,R_PuLGlCUD5uHpO3n,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90952
44995.25,44995.25,IP Address,18,596,FALSE,45009.3,R_33wkOz87nfzQpiw,anonymous,EN,Yes,Uncertainty related to funding,"Uncertainty related to landowner decision regarding specific conservation option, eg. purchase, donation, conservation easement",Uncertainty related to the real estate market conditions,Uncertainty related to identifying and securing adequate human resources to deliver intended results,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97154
44995.26,44995.26,IP Address,14,72,FALSE,45009.3,R_210WHAGojrdE2Ao,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65679
44995.26,44995.26,IP Address,14,52,FALSE,45009.3,R_21ccYEn0DblKAwn,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83267
44995.27,44995.27,IP Address,14,69,FALSE,45009.31,R_psKRLE3NZHMlBlv,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29259
44995.27,44995.28,IP Address,14,150,FALSE,45009.32,R_3O2Nq7mQ1UpbYMz,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68613
44995.28,44995.28,IP Address,14,289,FALSE,45009.32,R_3KDtpOvDL3u0MVD,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92125
44995.28,44995.28,IP Address,14,63,FALSE,45009.32,R_2e9Emox1K3j2K0L,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13653
44995.28,44995.28,IP Address,14,40,FALSE,45009.33,R_1r7Ah4lQ6TiZHZi,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87345
44995.28,44995.29,IP Address,14,439,FALSE,45009.33,R_AEBJbbW6qehPGUh,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70346
44995.28,44995.29,IP Address,14,968,FALSE,45009.33,R_2yl5hTqiAU5nxXf,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84144
44995.29,44995.29,IP Address,14,50,FALSE,45009.33,R_78m7u6HOoss34u5,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77865
44995.29,44995.29,IP Address,14,151,FALSE,45009.33,R_2TFqxQ9MeVkMbeo,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95844
44995.29,44995.3,IP Address,9,48,FALSE,45009.34,R_111unqzqBV01YeG,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44995.31,44995.31,IP Address,18,38,FALSE,45009.35,R_32ILB8am2Lb4vU8,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51432
44995.32,44995.32,IP Address,14,241,FALSE,45009.37,R_21bMEcwdWNG7IGn,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52722
44995.33,44995.33,IP Address,14,147,FALSE,45009.37,R_2agb6zWPxteYUjt,anonymous,EN,Yes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17558
